"Year","Region","SiteCode","TidalHeight","Transect","LongestBladeLengthMean","LongestBladeLengthSe","LongestBladeWidthMean","SheathLengthMean","SheathLengthSe","EpiphyteBladeAreaMean","EpiphyteDryMassMean","EpiphytePerAreaMean","EpiphytePerAreaSe","DensityShootsMean","DensityShootsSd","DensityShootsSe","PercentSeagrassMean","PercentBareMean","PercentOtherMean","PrevalenceMean","SeverityMean","LesionAreaMean","CountBlades","Percent","CountBrokenTip","BladeAreaMean"
2019,"AK","A","L",4,232.2,23.9027195105494,2.2,16,5.7706152185014,16.8917421738,0.0032,0.00023338674880662,9.64699860083151e-05,900,122.941720610485,30.7354301526214,1,0,0,1,0.307452347878686,6.03022457005,20,1,5,20.34997855255
2019,"AK","A","L",5,752.2,86.2834862531643,5.4,71.4,12.9946142689962,27.965931264,0.00860000000000001,0.00033433037502867,7.82158941370939e-05,542,147.603071332092,36.900767833023,0.9825,0.0175,0,0.7,0.0210143473404218,0.50444156832,20,1,11,29.24446766394
2019,"AK","A","L",6,464.8,58.880726897687,2.4,110.4,13.4260939963937,10.6762666502,0.0044,0.00049405861589479,0.00011781949353776,545,111.349300252254,27.8373250630636,0.985,0.015,0,0.8,0.246129191236944,2.39704868926,20,1,7,12.1699859871
2019,"AK","A","U",1,192.6,18.8138247041903,2.2,42,8.16700679563817,3.7112044826,0.0044,0.00093283407616048,0.00034858362611477,520,149.63065639545,37.4076640988626,0.4875,0.5125,0,0.45,0.0629562773643372,0.12453443072,20,1,4,3.60980196645
2019,"AK","A","U",2,229.8,17.2261429228948,2.2,40.4,9.95791142760368,5.226,0.00199999999999998,0.00041980478846893,0.00013254004449391,733,327.143189852191,81.7857974630477,0.55,0.45,0,0.4,0.0297434438287951,0.06467621376,20,1,3,5.896
2019,"AK","A","U",3,241.8,38.3658702494808,1.68,26.4,10.4383906805599,3.81527687552,0.00080000000000002,0.00021668774939865,7.89725305562889e-05,753,77.7260145210941,19.4315036302735,0.8475,0.11,0.0275,0.4,0.10755979422707,0.24219692383,20,1,1,3.82249012703
2019,"AK","B","L",4,511,124.765780565025,4.6,56.8,18.6745816552875,23.2013561818,0.0044,0.00039644599114785,0.00012858581287068,295,68.3032454084967,17.0758113521242,0.78,0.2075,0.0125,0.2,0.0258014635186824,0.08455674272,20,1,4,19.81057464885
2019,"AK","B","L",5,723.2,85.1753485463957,5.6,226,35.9207460947013,36.202,0.003,9.28905378448602e-05,2.73233931337177e-05,240,42.8330090778907,10.7082522694727,0.6375,0.4125,0,0.05,0.0176006293564714,0.0121708352,20,1,3,30.78577441965
2019,"AK","B","L",6,713.2,114.887074991054,4.5,41,8.14861951498535,34.094,0.0052,0.00022020250422649,6.06219262983748e-05,240,44.7809483299911,11.1952370824978,0.68,0.3175,0.0025,0.1,0.00457726716269279,0.01530522976,20,1,2,33.40202820401
2019,"AK","B","U",1,539.6,53.4907468633595,5.1,41.2,8.66256313108308,28.778,0.0034,0.00011837080373614,3.33880680881923e-05,139,94.9596405497269,23.7399101374317,0.25,0.7,0.05,0.65,0.0292393234694195,0.5810450208,20,1,5,27.32850384865
2019,"AK","B","U",2,701.4,22.5490576299765,5.2,107,30.4072359809306,34.56,0.0036,0.00010703626123257,9.28738523017951e-06,148,87.3307887670017,21.8326971917504,0.4875,0.5125,0,0.4,0.0159881309945926,0.22772945025,20,1,4,30.019125663
2019,"AK","B","U",3,696.2,104.508085811577,5.6,97,30.1214209492182,38.12176846328,0.0124,0.00086926786475153,0.00076399979817136,227,24.738633753706,6.18465843842649,0.7225,0.275,0.0025,0.35,0.0371770991338604,0.48259878432,20,1,6,33.26353446992
2019,"AK","C","L",4,503.8,76.3959423006222,4.2,165,27.8657495861855,21.516,0.003,0.00016986739815381,4.73028258970988e-05,185,65.6759722678951,16.4189930669738,0.9125,0.0875,0,0.48,0.0523968826491118,0.331331482624,25,1.25,10,22.450187298392
2019,"AK","C","L",5,686.2,150.521227738814,4.6,104,17.19302184027,34.3297789356,0.003,0.00011741459389472,3.08055873016723e-05,270,20.7846096908265,5.19615242270663,0.93,0.07,0,0.45,0.0222273469858787,0.2631345357,20,1,11,25.4251383158
2019,"AK","C","L",6,615.6,50.0615621010771,4.6,203.2,11.4690888914508,27.592,0.0028,0.00010705105454481,2.18229713852249e-05,278,19.1833260932509,4.79583152331272,0.96,0.04,0,0.3,0.0244489178723389,0.2800937046,20,1,8,32.982391395
2019,"AK","C","U",1,351,73.0869345368924,4.2,54.2,10.846197490365,11.6485431224,0.0016,0.00014774424904416,3.76566947441796e-05,421,134.278317932072,33.5695794830181,0.65,0.35,0,0.45,0.104896626155559,1.06488515855,20,1,4,24.2799587361
